sample_id,family,hamiltonian_parameter,label,split,seed,n_qubits,parameter,ground_energy,physical_diagnostic,split_type
0,tfim,1.365035269210734,1,test,11,8,1.365035269210734,-12.235546080966136,0.0186056698780671,parameter_block
1,tfim,0.5835994249351122,0,validation,11,8,0.5835994249351122,-7.884461058043408,0.6419198017071948,parameter_block
2,tfim,1.4369055856856758,1,validation,11,8,1.4369055856856758,-12.74143996874282,0.0133715947200775,parameter_block
3,tfim,0.6875639556301347,0,test,11,8,0.6875639556301347,-8.255779068651444,0.490283293761913,parameter_block
4,tfim,0.6385510015330038,0,validation,11,8,0.6385510015330038,-8.07081217840788,0.5645223900231012,parameter_block
5,tfim,0.3250348123569433,0,train,11,8,0.3250348123569433,-7.266390944026101,0.8940523878642428,parameter_block
6,tfim,1.405310489083815,1,validation,11,8,1.405310489083815,-12.518104548938854,0.0154374794167457,parameter_block
7,tfim,0.5004023049952941,0,train,11,8,0.5004023049952941,-7.641658434908814,0.7428410145105937,parameter_block
8,tfim,1.4034869158975716,1,validation,11,8,1.4034869158975716,-12.505257876894232,0.0155671718905832,parameter_block
9,tfim,0.3365351430462641,0,train,11,8,0.3365351430462641,-7.285774377839093,0.8863539677168009,parameter_block
10,tfim,0.7157201273222664,0,test,11,8,0.7157201273222664,-8.370299446350996,0.4466683883919431,parameter_block
11,tfim,1.4174136129707744,1,validation,11,8,1.4174136129707744,-12.60349072984177,0.0146066649677322,parameter_block
12,tfim,1.6627922325654845,1,train,11,8,1.6627922325654845,-14.372728469962968,0.0051223342136199,parameter_block
13,tfim,1.2874482292183702,1,test,11,8,1.2874482292183702,-11.698830817463046,0.0269586608329522,parameter_block
14,tfim,1.5155188760396237,1,train,11,8,1.5155188760396237,-13.30282618858859,0.0094502048954096,parameter_block
15,tfim,1.3326112875844855,1,test,11,8,1.3326112875844855,-12.009957794939831,0.0216854855015492,parameter_block
16,tfim,1.5453325820677846,1,train,11,8,1.5453325820677846,-13.517644355552711,0.0083159302914962,parameter_block
17,tfim,0.5700158242080418,0,validation,11,8,0.5700158242080418,-7.841679397249752,0.6597956879797668,parameter_block
18,tfim,1.6157714078697416,1,train,11,8,1.6157714078697416,-14.028863291741493,0.0061966114869726,parameter_block
19,tfim,0.5308916829315422,0,train,11,8,0.5308916829315422,-7.725397131961384,0.7082396516274408,parameter_block
20,tfim,1.4454955639693574,1,validation,11,8,1.4454955639693574,-12.802398651198809,0.0128647475693458,parameter_block
21,tfim,0.3505752503694931,0,train,11,8,0.3505752503694931,-7.310397264598862,0.8765665918938457,parameter_block
22,tfim,0.5292124075157023,0,train,11,8,0.5292124075157023,-7.720631069463816,0.7102168152185258,parameter_block
23,tfim,1.5108832134334496,1,train,11,8,1.5108832134334496,-13.269514186337831,0.0096417355586303,parameter_block
24,tfim,0.7125935986247909,0,test,11,8,0.7125935986247909,-8.35728261317059,0.4515141541331947,parameter_block
25,tfim,1.2527622835444223,1,test,11,8,1.2527622835444223,-11.462569227198912,0.0319709770113217,parameter_block
26,tfim,0.711135790866424,0,test,11,8,0.711135790866424,-8.35123890614003,0.4537743098892396,parameter_block
27,tfim,0.3742170868403641,0,train,11,8,0.3742170868403641,-7.354263923483971,0.85909922844261,parameter_block
28,tfim,0.3027038020820424,0,train,11,8,0.3027038020820424,-7.230756135346984,0.9081958605676042,parameter_block
29,tfim,0.306311914109222,0,train,11,8,0.306311914109222,-7.236335515546317,0.9059819375233302,parameter_block
30,tfim,1.5225968281701725,1,train,11,8,1.5225968281701725,-13.353735807147508,0.0091659580972511,parameter_block
31,tfim,1.3469794761546618,1,test,11,8,1.3469794761546618,-12.109705989408168,0.0202558940441584,parameter_block
32,tfim,0.6701080474057008,0,test,11,8,0.6701080474057008,-8.187824163051177,0.5171001980116497,parameter_block
33,tfim,1.7111654588568197,1,train,11,8,1.7111654588568197,-14.728434346701482,0.0042313708506738,parameter_block
34,tfim,1.43199001175688,1,validation,11,8,1.43199001175688,-12.706601666614946,0.0136716627276521,parameter_block
35,tfim,0.5290698144729544,0,train,11,8,0.5290698144729544,-7.7202272039675215,0.7103843164783905,parameter_block
36,tfim,1.3480646946648531,1,test,11,8,1.3480646946648531,-12.117254170071144,0.0201522423775547,parameter_block
37,tfim,0.5986297486006111,0,validation,11,8,0.5986297486006111,-7.933290687110261,0.6215286881577207,parameter_block
38,tfim,0.455856234536128,0,train,11,8,0.455856234536128,-7.529623239346998,0.7886154279518416,parameter_block
39,tfim,1.5892559374910094,1,train,11,8,1.5892559374910094,-13.83584695096595,0.0069133467233229,parameter_block
40,tfim,0.346531565559924,0,train,11,8,0.346531565559924,-7.303197133476728,0.8794296589919501,parameter_block
41,tfim,0.2712079918974601,0,train,11,8,0.2712079918974601,-7.184948464142346,0.9263711620194516,parameter_block
42,tfim,1.3490718245522693,1,test,11,8,1.3490718245522693,-12.124260978816462,0.0200565757552637,parameter_block
43,tfim,0.5719400689130361,0,validation,11,8,0.5719400689130361,-7.847662922470504,0.6572959761560703,parameter_block
44,tfim,0.7218846335083251,0,test,11,8,0.7218846335083251,-8.396184291731958,0.4371240288886533,parameter_block
45,tfim,1.7241859603300802,1,train,11,8,1.7241859603300802,-14.824493970199068,0.00402247417851,parameter_block
46,tfim,0.6036604898315366,0,validation,11,8,0.6036604898315366,-7.949989344692977,0.6145651006308845,parameter_block
47,tfim,1.297064452592607,1,test,11,8,1.297064452592607,-11.764757423429888,0.0257270289375419,parameter_block
48,tfim,1.5120028702946555,1,train,11,8,1.5120028702946555,-13.277557811216486,0.0095950786052068,parameter_block
49,tfim,1.3665884699933308,1,test,11,8,1.3665884699933308,-12.246395999857247,0.0184708484426008,parameter_block
50,tfim,0.443011816392297,0,train,11,8,0.443011816392297,-7.49951383840904,0.8008113527637541,parameter_block
51,tfim,0.5669805992052048,0,validation,11,8,0.5669805992052048,-7.832292443387556,0.6637165601417967,parameter_block
52,tfim,1.4136608974814264,1,validation,11,8,1.4136608974814264,-12.57699317964992,0.0148588032697822,parameter_block
53,tfim,1.3870933132442018,1,validation,11,8,1.3870933132442018,-12.38999052423622,0.0167892489920646,parameter_block
54,tfim,1.5861162221068108,1,train,11,8,1.5861162221068108,-13.813036587189346,0.0070042400034437,parameter_block
55,tfim,1.39236936925361,1,validation,11,8,1.39236936925361,-12.427043695538275,0.0163846408615743,parameter_block
56,tfim,0.3830476603265115,0,train,11,8,0.3830476603265115,-7.371430508482578,0.8522501012852732,parameter_block
57,tfim,1.6679298316181974,1,train,11,8,1.6679298316181974,-14.41041635864048,0.0050182867021441,parameter_block
58,tfim,1.4924877459818648,1,validation,11,8,1.4924877459818648,-13.137570625558643,0.0104459595096351,parameter_block
59,tfim,0.7179915758984654,0,test,11,8,0.7179915758984654,-8.379803350663183,0.4431497324393554,parameter_block
60,tfim,0.2504156133497148,0,train,11,8,0.2504156133497148,-7.157535622073468,0.9372515399553362,parameter_block
61,tfim,1.3854437292069055,1,validation,11,8,1.3854437292069055,-12.378414375303196,0.0169180273783117,parameter_block
62,tfim,0.4151102528310499,0,train,11,8,0.4151102528310499,-7.437390833087787,0.8258424495461372,parameter_block
63,tfim,0.3795600752385617,0,train,11,8,0.3795600752385617,-7.364599524496381,0.8549765552127865,parameter_block
64,tfim,0.2527438645767617,0,train,11,8,0.2527438645767617,-7.160494026029905,0.9360770437495124,parameter_block
65,tfim,1.3698608746969894,1,test,11,8,1.3698608746969894,-12.269268110682264,0.0181903384023061,parameter_block
66,tfim,1.7468997037445315,1,train,11,8,1.7468997037445315,-14.99236967984616,0.0036853876278829,parameter_block
67,tfim,0.2879425805912761,0,train,11,8,0.2879425805912761,-7.208641951939906,0.9169700506202224,parameter_block
68,tfim,0.2448770132482144,0,train,11,8,0.2448770132482144,-7.150610358301126,0.940001224630737,parameter_block
69,tfim,1.391390796402094,1,validation,11,8,1.391390796402094,-12.420168096135416,0.0164588568259566,parameter_block
70,tfim,1.3903777946007252,1,validation,11,8,1.3903777946007252,-12.413052119179287,0.0165360789159516,parameter_block
71,tfim,0.3210742255500174,0,train,11,8,0.3210742255500174,-7.259878369127019,0.8966379830539309,parameter_block
72,tfim,0.4722433670433534,0,train,11,8,0.4722433670433534,-7.569448281827834,0.7724157441565405,parameter_block
73,tfim,1.58993119727495,1,train,11,8,1.58993119727495,-13.840754046884092,0.0068939724257567,parameter_block
74,tfim,0.6486770218836438,0,validation,11,8,0.6486770218836438,-8.107547432656036,0.549492982283267,parameter_block
75,tfim,1.3933185668702135,1,validation,11,8,1.3933185668702135,-12.433714280458522,0.0163130090478891,parameter_block
76,tfim,1.4984782891111184,1,validation,11,8,1.4984782891111184,-13.18049464685618,0.0101760729016941,parameter_block
77,tfim,0.3870551017250879,0,train,11,8,0.3870551017250879,-7.379362398150672,0.8490824543379474,parameter_block
78,tfim,0.6733032245663109,0,test,11,8,0.6733032245663109,-8.20008955632251,0.5122150089938817,parameter_block
79,tfim,1.5957324992548232,1,train,11,8,1.5957324992548232,-13.882930253584425,0.0067300219816427,parameter_block
80,tfim,0.55,0,train,11,8,0.55,-7.780922028741273,0.6851492192066513,parameter_block
81,tfim,0.5650000000000001,0,validation,11,8,0.5650000000000001,-7.826200794627676,0.6662604633061594,parameter_block
82,tfim,0.5800000000000001,0,validation,11,8,0.5800000000000001,-7.873001021682745,0.6467085083912699,parameter_block
83,tfim,0.5950000000000001,0,validation,11,8,0.5950000000000001,-7.921353509536423,0.6265104598826425,parameter_block
84,tfim,0.61,0,validation,11,8,0.61,-7.97128863005799,0.6056944606241442,parameter_block
85,tfim,0.625,0,validation,11,8,0.625,-8.022835693120292,0.5843010456538347,parameter_block
86,tfim,0.64,0,validation,11,8,0.64,-8.07602224773451,0.5623841509303331,parameter_block
87,tfim,0.655,0,test,11,8,0.655,-8.130873339511645,0.5400116338061759,parameter_block
88,tfim,0.67,0,test,11,8,0.67,-8.187410752011559,0.5172651783626652,parameter_block
89,tfim,0.685,0,test,11,8,0.685,-8.245652264982624,0.4942394906958627,parameter_block
90,tfim,0.7,0,test,11,8,0.7,-8.305610965881487,0.4710407412245008,parameter_block
91,tfim,0.7150000000000001,0,test,11,8,0.7150000000000001,-8.367294651611966,0.4477842770249909,parameter_block
92,tfim,0.73,0,test,11,8,0.73,-8.430705354647072,0.4245916999499449,parameter_block
93,tfim,0.745,0,test,11,8,0.745,-8.495839021534325,0.4015874745748893,parameter_block
94,tfim,0.76,0,test,11,8,0.76,-8.562685362695737,0.3788952847297873,parameter_block
95,tfim,0.775,0,test,11,8,0.775,-8.631227881338791,0.3566343862501793,parameter_block
96,tfim,0.79,0,test,11,8,0.79,-8.701444077472273,0.3349162044564177,parameter_block
97,tfim,0.8049999999999999,0,test,11,8,0.8049999999999999,-8.773305811841423,0.3138413953280629,parameter_block
98,tfim,0.8200000000000001,0,test,11,8,0.8200000000000001,-8.846779805313469,0.2934975368155263,parameter_block
99,tfim,0.835,0,test,11,8,0.835,-8.921828242749505,0.2739575483360313,parameter_block
100,tfim,0.85,0,test,11,8,0.85,-8.998409447127347,0.2552788663091595,parameter_block
101,tfim,0.865,0,test,11,8,0.865,-9.076478589564395,0.237503337024348,parameter_block
102,tfim,0.88,0,test,11,8,0.88,-9.155988403479,0.2206577387283381,parameter_block
103,tfim,0.895,0,test,11,8,0.895,-9.236889875694946,0.204754809705549,parameter_block
104,tfim,0.91,0,test,11,8,0.91,-9.31913289302019,0.1897946454964206,parameter_block
105,tfim,0.925,0,test,11,8,0.925,-9.402666828945817,0.175766328128705,parameter_block
106,tfim,0.94,0,test,11,8,0.94,-9.487441060976538,0.1626496636350091,parameter_block
107,tfim,0.955,0,test,11,8,0.955,-9.573405414283105,0.1504169238933822,parameter_block
108,tfim,0.97,0,test,11,8,0.97,-9.66051053160098,0.1390345128425727,parameter_block
109,tfim,0.985,0,test,11,8,0.985,-9.748708172510558,0.1284645006439684,parameter_block
110,tfim,1.0,1,test,11,8,1.0,-9.83795144745942,0.1186659904441396,parameter_block
111,tfim,1.015,1,test,11,8,1.015,-9.92819499323652,0.1095963017940976,parameter_block
112,tfim,1.03,1,test,11,8,1.03,-10.01939509725719,0.101211966148084,parameter_block
113,tfim,1.045,1,test,11,8,1.045,-10.11150977811503,0.0934695431178111,parameter_block
114,tfim,1.06,1,test,11,8,1.06,-10.204498829570616,0.0863262704456256,parameter_block
115,tfim,1.075,1,test,11,8,1.075,-10.298323834612054,0.079740565716946,parameter_block
116,tfim,1.09,1,test,11,8,1.09,-10.392948155539282,0.0736723991038802,parameter_block
117,tfim,1.105,1,test,11,8,1.105,-10.488336905284603,0.068083556694294,parameter_block
118,tfim,1.12,1,test,11,8,1.12,-10.584456904439326,0.0629378129651185,parameter_block
119,tfim,1.135,1,test,11,8,1.135,-10.681276627745795,0.058201029372079,parameter_block
120,tfim,1.15,1,test,11,8,1.15,-10.77876614317134,0.0538411941174673,parameter_block
121,tfim,1.165,1,test,11,8,1.165,-10.876897046099726,0.0498284161167998,parameter_block
122,tfim,1.18,1,test,11,8,1.18,-10.975642390677136,0.0461348842282387,parameter_block
123,tfim,1.1949999999999998,1,test,11,8,1.1949999999999998,-11.074976619920276,0.0427348009047088,parameter_block
124,tfim,1.21,1,test,11,8,1.21,-11.174875495835169,0.0396042977948682,parameter_block
125,tfim,1.225,1,test,11,8,1.225,-11.275316030495352,0.0367213393403172,parameter_block
126,tfim,1.24,1,test,11,8,1.24,-11.376276418786716,0.03406561915741,parameter_block
127,tfim,1.255,1,test,11,8,1.255,-11.477735973325569,0.0316184529412837,parameter_block
128,tfim,1.27,1,test,11,8,1.27,-11.5796750619014,0.0293626707397795,parameter_block
129,tfim,1.285,1,test,11,8,1.285,-11.682075047668926,0.0272825107373958,parameter_block
130,tfim,1.2999999999999998,1,test,11,8,1.2999999999999998,-11.784918232217082,0.0253635160978314,parameter_block
131,tfim,1.315,1,test,11,8,1.315,-11.888187801568266,0.0235924359543117,parameter_block
132,tfim,1.33,1,test,11,8,1.33,-11.99186777510194,0.0219571312782626,parameter_block
133,tfim,1.345,1,test,11,8,1.345,-12.095942957356831,0.0204464860497205,parameter_block
134,tfim,1.36,1,test,11,8,1.36,-12.200398892632975,0.0190503239659677,parameter_block
135,tfim,1.375,1,test,11,8,1.375,-12.305221822294254,0.0177593307353685,parameter_block
136,tfim,1.39,1,validation,11,8,1.39,-12.410398644657302,0.0165649818881242,parameter_block
137,tfim,1.4049999999999998,1,validation,11,8,1.4049999999999998,-12.515916877344027,0.0154594759563459,parameter_block
138,tfim,1.42,1,validation,11,8,1.42,-12.621764621969426,0.014435672804291,parameter_block
139,tfim,1.435,1,validation,11,8,1.435,-12.727930531036383,0.0134870368526225,parameter_block
140,tfim,1.45,1,validation,11,8,1.45,-12.834403776908728,0.0126075849214255,parameter_block
